0;0;0;0;land;false;unknown;0
1;44;229;229;land;false;plains;1
2;250;240;216;land;false;desert;1
3;244;201;88;land;false;plains;1
4;70;188;247;land;false;desert;1
5;202;249;124;land;false;plains;1
6;246;178;208;land;true;plains;1
7;144;193;244;land;false;mountain;1
8;201;120;204;land;false;desert;1
9;183;197;241;land;false;plains;1
10;254;121;239;land;false;plains;1
11;171;169;195;land;false;plains;1
12;146;231;178;land;false;plains;1
13;180;205;205;land;false;plains;1
14;147;191;190;land;false;plains;1
15;248;201;158;land;false;plains;1
16;250;102;150;land;false;desert;1
17;232;226;145;land;false;plains;1
18;236;172;235;land;false;plains;1
19;170;205;203;land;false;plains;1
20;187;188;200;land;false;mountain;1
21;227;110;202;land;true;mountain;1
22;132;167;206;land;false;desert;1
23;65;224;221;land;false;plains;1
24;235;242;184;land;false;urban;1
25;251;242;75;land;false;plains;1
26;251;253;135;land;false;desert;1
27;232;151;168;land;false;plains;1
28;222;178;211;land;false;desert;1
29;208;218;152;land;true;mountain;1
30;225;183;223;land;false;plains;1
31;253;37;248;land;false;mountain;1
32;145;245;252;land;false;mountain;1
33;173;238;156;land;false;mountain;1
34;229;57;224;land;false;plains;1
35;200;246;84;land;false;desert;1
36;84;223;247;land;false;plains;1
37;245;166;174;land;false;plains;1
38;221;176;111;land;false;plains;1
39;130;221;174;land;false;desert;1
40;228;249;97;land;false;desert;1
41;252;178;227;land;false;desert;1
42;209;250;74;land;false;plains;1
43;111;169;240;land;true;mountain;1
44;227;208;177;land;false;desert;1
45;137;178;251;land;false;plains;1
46;125;188;194;land;false;plains;1
47;176;240;210;land;false;plains;1
48;212;238;194;land;false;mountain;1
49;219;228;224;land;false;urban;1
50;248;199;254;land;false;mountain;1
51;189;117;233;land;false;desert;1
52;199;163;225;land;false;plains;1
53;203;221;196;land;false;desert;1
54;226;187;129;land;false;plains;1
55;189;207;180;land;false;plains;1
56;212;197;93;land;true;desert;1
57;225;188;126;land;false;desert;1
58;221;227;137;land;false;plains;1
59;220;216;235;land;false;plains;1
60;228;191;131;land;false;mountain;1
61;248;36;251;land;false;plains;1
62;210;245;213;land;false;desert;1
63;234;239;184;land;false;desert;1
64;187;237;125;land;false;plains;1
65;196;254;245;land;false;mountain;1
66;237;157;156;land;false;mountain;1
67;232;228;116;land;false;desert;1
68;246;238;51;land;false;mountain;1
69;193;213;148;land;false;desert;1
70;118;240;223;land;false;mountain;1
71;226;221;246;land;false;desert;1
72;236;177;140;land;false;plains;1
73;146;230;146;land;false;mountain;1
74;105;234;192;land;false;plains;1
75;211;144;174;land;true;mountain;1
76;152;169;223;land;true;desert;1
77;211;87;226;land;false;mountain;1
78;123;233;146;land;false;mountain;1
79;202;156;166;land;true;plains;1
80;168;178;181;land;false;desert;1
81;200;161;208;land;false;plains;1
82;158;245;145;land;false;plains;1
83;173;155;252;land;true;plains;1
84;220;239;187;land;false;desert;1
85;158;231;236;land;false;plains;1
86;155;128;254;land;false;plains;1
87;185;146;228;land;false;plains;1
88;253;105;198;land;false;plains;1
89;222;230;122;land;false;mountain;1
90;208;106;190;land;false;desert;1
91;183;200;234;land;false;plains;1
92;139;242;185;land;true;desert;1
93;246;195;246;land;false;mountain;1
94;216;119;231;land;false;plains;1
95;190;99;240;land;false;desert;1
96;245;236;250;land;false;mountain;1
97;174;218;198;land;false;desert;1
98;240;250;192;land;false;plains;1
99;170;227;244;land;false;plains;1
100;211;149;198;land;true;plains;1
101;189;186;172;land;true;plains;1
102;186;240;217;land;false;plains;1
103;151;186;212;land;false;desert;1
104;168;173;235;land;false;urban;1
105;208;192;126;land;false;mountain;1
106;232;112;186;land;false;desert;1
107;242;219;44;land;true;desert;1
108;209;152;179;land;false;plains;1
109;210;194;244;land;false;plains;1
110;245;50;206;land;false;plains;1
111;197;195;238;land;false;plains;1
112;230;254;208;land;true;plains;1
113;152;205;187;land;false;desert;1
114;111;207;225;land;false;plains;1
115;234;223;59;land;false;mountain;1
116;83;202;247;land;true;mountain;1
117;235;203;198;land;false;plains;1
118;99;197;244;land;false;plains;1
119;125;192;234;land;false;plains;1
120;232;72;206;land;false;plains;1
121;253;150;204;land;false;plains;1
122;198;142;251;land;false;plains;1
123;186;220;144;land;false;desert;1
124;81;240;224;land;true;plains;1
125;59;248;214;land;false;plains;1
126;201;205;205;land;false;desert;1
127;209;159;252;land;false;desert;1
128;254;240;20;land;false;plains;1
129;157;216;196;land;false;mountain;1
130;91;243;171;land;false;mountain;1
131;236;125;216;land;false;plains;1
132;215;250;146;land;false;plains;1
133;158;107;254;land;false;desert;1
134;240;214;253;land;true;desert;1
135;221;201;174;land;false;plains;1
136;240;238;186;land;false;mountain;1
137;151;239;197;land;false;desert;1
138;235;205;163;land;false;plains;1
139;195;93;235;land;false;desert;1
140;203;244;92;land;true;plains;1
141;84;191;235;land;false;plains;1
142;122;211;196;land;false;desert;1
143;149;245;115;land;false;desert;1
144;224;132;232;land;false;plains;1
145;189;216;204;land;false;mountain;1
146;202;222;181;land;false;plains;1
147;240;185;245;land;false;urban;1
148;203;218;154;land;false;mountain;1
149;223;253;73;land;false;mountain;1
150;199;157;158;land;false;mountain;1
151;240;250;191;land;false;desert;1
152;211;206;147;land;false;desert;1
153;135;253;193;land;false;plains;1
154;176;131;220;land;false;mountain;1
155;238;182;102;land;false;desert;1
156;237;160;194;land;false;mountain;1
157;180;118;235;land;false;plains;1
158;226;133;142;land;false;desert;1
159;122;196;237;land;false;urban;1
160;226;233;202;land;false;desert;1
161;108;250;176;land;false;plains;1
162;212;64;245;land;false;mountain;1
163;237;173;234;land;false;plains;1
164;215;178;129;land;false;desert;1
165;234;238;112;land;false;desert;1
166;235;244;143;land;false;mountain;1
167;247;100;191;land;false;urban;1
168;234;156;220;land;false;plains;1
169;129;146;231;land;false;mountain;1
170;238;253;142;land;false;mountain;1
171;186;176;172;land;false;plains;1
172;68;248;197;land;false;desert;1
173;173;167;239;land;false;mountain;1
174;221;215;150;land;false;mountain;1
175;166;238;130;land;false;plains;1
176;244;166;136;land;false;plains;1
177;114;186;236;land;false;plains;1
178;245;201;67;land;false;desert;1
179;235;236;161;land;false;plains;1
180;158;133;232;land;false;mountain;1
181;99;229;245;land;false;mountain;1
182;251;207;196;land;true;mountain;1
183;250;142;154;land;true;plains;1
184;166;224;231;land;false;desert;1
185;236;158;218;land;false;plains;1
186;187;177;163;land;false;plains;1
187;81;198;241;land;false;mountain;1
188;118;219;167;land;false;plains;1
189;251;140;165;land;false;desert;1
190;224;151;247;land;false;urban;1
191;170;126;252;land;false;plains;1
192;174;145;224;land;true;mountain;1
193;210;245;194;land;false;plains;1
194;185;237;235;land;false;plains;1
195;197;181;189;land;false;plains;1
196;228;210;222;land;false;mountain;1
197;141;245;217;land;false;plains;1
198;220;222;115;land;false;plains;1
199;223;177;186;land;false;plains;1
200;81;249;194;land;false;desert;1
201;226;117;165;land;false;plains;1
202;212;251;54;land;false;mountain;1
203;149;147;245;land;false;desert;1
204;250;229;132;land;false;plains;1
205;97;241;167;land;false;plains;1
206;223;189;178;land;false;desert;1
207;188;253;136;land;false;desert;1
208;247;123;147;land;false;mountain;1
209;187;207;233;land;false;mountain;1
210;254;125;214;land;false;mountain;1
211;246;248;143;land;true;desert;1
212;244;239;137;land;false;plains;1
213;245;180;179;land;false;plains;1
214;218;249;196;land;false;mountain;1
215;243;135;129;land;false;desert;1
216;213;226;191;land;true;desert;1
217;223;237;217;land;false;plains;1
218;83;241;226;land;false;plains;1
219;219;176;180;land;false;plains;1
220;245;237;70;land;true;mountain;1
221;253;178;142;land;false;desert;1
222;212;172;155;land;false;plains;1
223;170;195;204;land;false;desert;1
224;67;251;203;land;false;plains;1
225;230;245;74;land;false;mountain;1
226;212;217;93;land;false;desert;1
227;193;128;204;land;false;mountain;1
228;239;137;247;land;false;plains;1
229;133;209;172;land;false;desert;1
230;246;148;230;land;false;plains;1
231;246;127;175;land;false;plains;1
232;202;231;245;land;false;desert;1
233;115;182;224;land;false;plains;1
234;210;222;114;land;false;plains;1
235;185;135;226;land;false;desert;1
236;200;131;171;land;false;desert;1
237;130;228;253;land;false;plains;1
238;168;222;244;land;false;desert;1
239;239;224;192;land;false;plains;1
240;214;106;199;land;false;desert;1
241;224;225;136;land;false;plains;1
242;237;119;213;land;false;plains;1
243;196;115;190;land;false;mountain;1
244;254;61;229;land;false;urban;1
245;171;231;148;land;false;mountain;1
246;185;211;184;land;false;desert;1
247;204;83;221;land;false;urban;1
248;231;210;246;land;false;plains;1
249;211;177;236;land;false;mountain;1
250;210;131;212;land;false;desert;1
251;48;228;225;land;false;mountain;1
252;219;168;185;land;false;plains;1
253;166;241;164;land;false;mountain;1
254;197;140;174;land;false;plains;1
255;239;211;230;land;false;plains;1
256;233;201;176;land;false;mountain;1
257;139;130;235;land;true;desert;1
258;188;207;248;land;false;plains;1
259;149;205;215;land;false;mountain;1
260;208;210;193;land;false;plains;1
261;108;247;159;land;false;mountain;1
262;238;132;140;land;false;plains;1
263;248;192;235;land;false;urban;1
264;227;232;172;land;true;plains;1
265;248;189;213;land;false;plains;1
266;223;217;175;land;false;plains;1
267;184;186;179;land;true;plains;1
268;162;189;173;land;false;plains;1
269;252;129;228;land;true;plains;1
270;193;244;104;land;true;mountain;1
271;193;217;178;land;false;desert;1
272;156;254;159;land;false;mountain;1
273;41;249;234;land;false;desert;1
274;204;243;179;land;false;plains;1
275;199;172;169;land;true;plains;1
276;195;203;136;land;false;desert;1
277;158;206;183;land;false;plains;1
278;173;199;129;land;false;plains;1
279;200;170;196;land;false;desert;1
280;235;252;200;land;false;desert;1
281;158;196;149;land;false;plains;1
282;194;246;227;land;false;plains;1
283;106;194;211;land;false;plains;1
284;179;164;211;land;false;mountain;1
285;215;202;217;land;false;desert;1
286;215;211;247;land;false;desert;1
287;226;111;250;land;false;mountain;1
288;151;209;247;land;false;desert;1
289;146;122;252;land;false;mountain;1
290;254;186;242;land;false;plains;1
291;218;137;204;land;false;desert;1
292;239;209;145;land;false;desert;1
293;213;122;205;land;false;plains;1
294;241;125;227;land;false;plains;1
295;251;197;221;land;false;mountain;1
296;173;245;161;land;false;desert;1
297;246;245;129;land;false;mountain;1
298;117;237;192;land;false;plains;1
299;228;191;110;land;false;plains;1
300;188;221;166;land;false;desert;1
301;253;115;197;land;false;plains;1
302;114;243;195;land;false;desert;1
303;216;138;162;land;false;plains;1
304;205;220;111;land;false;mountain;1
305;160;154;240;land;false;plains;1
306;242;180;196;land;false;desert;1
307;109;188;236;land;false;desert;1
308;167;215;169;land;false;mountain;1
309;216;216;94;land;false;desert;1
310;232;182;209;land;false;mountain;1
311;248;217;76;land;false;desert;1
312;182;112;232;land;false;urban;1
313;195;185;127;land;false;plains;1
314;238;204;106;land;false;plains;1
315;243;26;247;land;false;mountain;1
316;213;186;117;land;false;plains;1
317;161;204;220;land;false;desert;1
318;124;203;250;land;false;plains;1
319;240;43;245;land;false;desert;1
320;205;219;209;land;false;desert;1
321;253;246;210;land;false;plains;1
322;169;180;237;land;false;plains;1
323;225;117;189;land;false;desert;1
324;166;221;199;land;false;plains;1
325;249;110;180;land;false;plains;1
326;98;216;243;land;false;mountain;1
327;232;191;145;land;false;desert;1
328;217;128;194;land;true;urban;1
329;245;196;91;land;false;plains;1
330;241;245;110;land;false;plains;1
331;126;214;163;land;false;plains;1
332;211;199;215;land;false;desert;1
333;246;178;211;land;false;plains;1
334;71;228;235;land;false;mountain;1
335;183;161;210;land;false;desert;1
336;181;220;101;land;false;mountain;1
337;208;174;132;land;true;plains;1
338;245;60;208;land;true;plains;1
339;194;201;178;land;false;urban;1
340;250;174;140;land;false;plains;1
341;244;254;110;land;false;mountain;1
342;248;89;176;land;false;desert;1
343;219;187;248;land;false;mountain;1
344;53;254;240;land;false;desert;1
345;200;239;112;land;false;plains;1
346;186;199;130;land;false;desert;1
347;142;217;173;land;false;plains;1
348;96;169;240;land;false;mountain;1
349;200;149;225;land;false;plains;1
350;233;158;245;land;false;desert;1
351;219;224;142;land;false;plains;1
352;124;228;178;land;false;mountain;1
353;196;251;210;land;false;mountain;1
354;237;227;250;land;false;mountain;1
355;254;246;92;land;false;plains;1
356;138;238;198;land;false;plains;1
357;246;169;137;land;false;desert;1
358;231;240;75;land;false;desert;1
359;134;239;226;land;false;mountain;1
360;174;249;87;land;false;plains;1
361;198;193;192;land;false;plains;1
362;146;224;132;land;false;plains;1
363;232;174;195;land;false;plains;1
364;241;136;152;land;false;plains;1
365;248;229;66;land;false;plains;1
366;192;205;177;land;false;plains;1
367;203;245;128;land;false;plains;1
368;220;213;212;land;false;mountain;1
369;232;167;151;land;false;mountain;1
370;244;181;143;land;false;mountain;1
371;80;238;250;land;false;mountain;1
372;187;177;232;land;true;mountain;1
373;247;122;161;land;false;mountain;1
374;189;220;228;land;false;mountain;1
375;241;249;117;land;false;desert;1
376;226;56;234;land;false;desert;1
377;152;121;235;land;false;plains;1
378;148;110;253;land;false;plains;1
379;112;206;233;land;false;desert;1
380;160;209;150;land;false;plains;1
381;231;186;127;land;false;plains;1
382;123;179;208;land;true;plains;1
383;200;196;134;land;false;plains;1
384;172;183;230;land;false;plains;1
385;211;155;227;land;false;desert;1
386;234;225;71;land;false;plains;1
387;150;171;193;land;true;plains;1
388;193;97;223;land;false;plains;1
389;242;238;141;land;false;plains;1
390;157;114;231;land;true;mountain;1
391;226;249;248;land;false;mountain;1
392;164;225;232;land;false;desert;1
393;232;219;66;land;false;mountain;1
394;165;101;247;land;false;desert;1
395;168;174;229;land;true;desert;1
396;157;254;199;land;false;plains;1
397;100;222;249;land;false;plains;1
398;152;208;236;land;false;mountain;1
399;247;252;235;land;false;mountain;1
400;230;180;209;land;false;desert;1
401;213;254;127;land;false;mountain;1
402;250;207;82;land;false;plains;1
403;243;199;60;land;false;plains;1
404;142;224;245;land;false;mountain;1
405;245;254;76;land;false;desert;1
406;242;170;126;land;false;plains;1
407;229;63;231;land;false;desert;1
408;180;231;122;land;false;plains;1
409;219;246;94;land;false;urban;1
410;222;141;232;land;false;plains;1
411;177;148;211;land;false;mountain;1
412;58;226;217;land;true;plains;1
413;201;251;182;land;false;desert;1
414;236;89;236;land;false;plains;1
415;188;215;230;land;false;plains;1
416;157;236;128;land;true;plains;1
417;193;252;230;land;false;plains;1
418;187;186;248;land;false;plains;1
419;237;141;246;land;false;mountain;1
420;128;186;201;land;false;mountain;1
421;200;92;213;land;false;mountain;1
422;251;240;71;land;false;mountain;1
423;186;140;234;land;false;plains;1
424;146;167;252;land;false;desert;1
425;195;235;252;land;false;plains;1
426;230;212;84;land;false;desert;1
427;230;212;197;land;false;plains;1
428;153;225;237;land;false;desert;1
429;156;193;246;land;false;plains;1
430;213;247;230;land;true;plains;1
431;206;221;95;land;false;plains;1
432;245;184;86;land;false;plains;1
433;197;158;176;land;false;plains;1
434;244;143;186;land;false;plains;1
435;175;203;197;land;false;plains;1
436;117;148;250;land;false;desert;1
437;181;221;109;land;false;mountain;1
438;251;244;40;land;false;desert;1
439;236;97;175;land;true;desert;1
440;179;254;174;land;false;mountain;1
441;202;200;173;land;false;mountain;1
442;190;253;128;land;false;desert;1
443;167;145;217;land;false;mountain;1
444;128;161;232;land;false;desert;1
445;240;93;211;land;false;plains;1
446;220;208;222;land;false;plains;1
447;172;246;200;land;false;desert;1
448;249;214;49;land;true;mountain;1
449;251;232;108;land;false;urban;1
450;86;201;221;land;false;plains;1
451;175;148;254;land;false;plains;1
452;217;183;247;land;false;plains;1
453;216;244;157;land;false;mountain;1
454;142;211;221;land;false;plains;1
455;176;180;220;land;false;mountain;1
456;214;221;193;land;false;mountain;1
457;176;205;143;land;false;mountain;1
458;208;118;209;land;false;mountain;1
459;215;116;177;land;false;desert;1
460;206;90;227;land;false;plains;1
461;230;163;202;land;false;plains;1
462;163;226;251;land;false;desert;1
463;253;211;190;land;false;plains;1
464;238;163;104;land;false;plains;1
465;176;214;246;land;false;plains;1
466;186;192;246;land;false;urban;1
467;215;238;109;land;false;desert;1
468;150;250;186;land;false;plains;1
469;214;175;134;land;false;mountain;1
470;157;233;111;land;false;plains;1
471;224;75;221;land;false;plains;1
472;171;174;219;land;false;plains;1
473;184;236;212;land;false;desert;1
474;217;228;199;land;false;desert;1
475;221;247;200;land;false;plains;1
476;243;106;252;land;true;desert;1
477;233;174;210;land;false;desert;1
478;244;208;195;land;false;plains;1
479;229;117;210;land;false;desert;1
480;183;224;150;land;false;plains;1
481;213;44;250;land;false;desert;1
482;230;189;201;land;false;plains;1
483;227;207;197;land;true;plains;1
484;189;235;238;land;false;mountain;1
485;130;250;130;land;false;plains;1
486;225;130;210;land;false;mountain;1
487;122;207;242;land;false;plains;1
488;254;116;246;land;false;plains;1
489;77;254;188;land;false;plains;1
490;172;148;220;land;false;mountain;1
491;202;233;201;land;false;mountain;1
492;217;212;163;land;false;desert;1
493;204;91;215;land;false;plains;1
494;173;247;135;land;true;mountain;1
495;239;207;211;land;false;plains;1
496;251;222;124;land;false;plains;1
497;173;253;99;land;false;plains;1
498;229;205;186;land;false;plains;1
499;191;166;219;land;false;mountain;1
500;160;194;148;land;false;plains;1
501;223;211;86;land;false;desert;1
502;190;254;249;land;false;urban;1
503;202;120;236;land;false;mountain;1
504;197;204;179;land;false;mountain;1
505;217;230;240;land;false;plains;1
506;241;247;52;land;false;plains;1
507;117;183;233;land;false;mountain;1
508;214;221;74;land;false;desert;1
509;201;247;104;land;false;mountain;1
510;187;239;204;land;false;plains;1
511;161;134;215;land;false;plains;1
512;63;245;222;land;false;desert;1
513;251;69;231;land;false;urban;1
514;231;157;150;land;false;mountain;1
515;74;239;249;land;false;plains;1
516;245;77;250;land;false;desert;1
517;224;156;228;land;false;mountain;1
518;92;181;238;land;false;desert;1
519;152;213;166;land;false;urban;1
520;204;234;232;land;false;plains;1
521;116;188;204;land;false;mountain;1
522;243;207;127;land;false;plains;1
523;188;195;191;land;false;mountain;1
524;166;229;130;land;false;desert;1
525;169;144;227;land;false;plains;1
526;236;188;185;land;false;plains;1
527;159;217;243;land;false;mountain;1
528;243;225;156;land;false;urban;1
529;145;223;203;land;false;desert;1
530;181;239;230;land;false;mountain;1
531;194;136;174;land;false;plains;1
532;221;178;240;land;false;mountain;1
533;178;222;116;land;false;desert;1
534;225;143;147;land;false;plains;1
535;224;182;196;land;false;plains;1
536;195;91;231;land;false;plains;1
537;246;194;122;land;false;mountain;1
538;235;92;230;land;false;plains;1
539;248;225;232;land;false;desert;1
540;205;228;127;land;false;desert;1
541;180;222;140;land;false;plains;1
542;212;229;130;land;false;desert;1
543;160;242;185;land;false;mountain;1
544;184;183;164;land;true;mountain;1
545;236;188;103;land;false;mountain;1
546;150;196;240;land;false;desert;1
547;158;120;238;land;false;mountain;1
548;234;65;219;land;false;mountain;1
549;46;251;253;land;false;desert;1
550;215;227;91;land;false;plains;1
551;103;193;237;land;false;desert;1
552;228;178;133;land;false;plains;1
553;174;253;148;land;false;desert;1
554;120;208;191;land;false;plains;1
555;247;199;211;land;false;desert;1
556;194;252;242;land;false;mountain;1
557;213;176;113;land;false;plains;1
558;27;229;250;land;false;plains;1
559;172;214;125;land;false;plains;1
560;218;219;190;land;false;mountain;1
561;126;178;221;land;false;desert;1
562;195;241;165;land;false;mountain;1
563;206;241;239;land;false;mountain;1
564;124;145;245;land;true;plains;1
565;245;139;169;land;false;plains;1
566;173;212;222;land;true;desert;1
567;198;151;180;land;false;desert;1
568;179;167;159;land;false;desert;1
569;43;219;244;land;false;plains;1
570;200;89;235;land;false;plains;1
571;239;164;188;land;false;plains;1
572;238;247;58;land;false;plains;1
573;229;137;237;land;false;plains;1
574;236;156;254;land;false;desert;1
575;246;103;250;land;false;desert;1
576;198;222;227;land;false;mountain;1
577;219;170;217;land;false;mountain;1
578;200;240;246;land;false;desert;1
579;131;160;242;land;false;desert;1
580;191;222;95;land;false;desert;1
581;157;243;109;land;false;plains;1
582;202;91;225;land;false;plains;1
583;211;226;94;land;false;plains;1
584;81;221;219;land;false;mountain;1
585;183;230;163;land;false;desert;1
586;121;199;210;land;false;plains;1
587;238;237;205;land;true;plains;1
588;113;226;229;land;false;plains;1
589;220;238;224;land;false;plains;1
590;96;252;202;land;false;plains;1
591;151;228;215;land;false;desert;1
592;130;143;242;land;false;desert;1
593;165;171;237;land;false;plains;1
594;90;248;242;land;false;plains;1
595;147;238;186;land;false;mountain;1
596;110;187;235;land;true;plains;1
597;195;197;179;land;false;desert;1
598;201;177;207;land;false;desert;1
599;226;102;224;land;true;plains;1
600;232;145;135;land;false;desert;1
601;146;222;169;land;false;urban;1
602;196;249;238;land;false;plains;1
603;233;139;230;land;false;plains;1
604;218;217;178;land;false;desert;1
605;134;198;183;land;false;mountain;1
606;240;228;146;land;false;desert;1
607;139;189;190;land;false;plains;1
608;216;144;167;land;false;plains;1
609;176;189;207;land;false;plains;1
610;156;147;253;land;false;mountain;1
