1;arms_factory;3344.00;14.60;1924.00;5.50;0
1;arms_factory;3340.00;16.90;1911.00;0.78;0
1;arms_factory;3361.00;19.23;1880.00;3.45;0
1;arms_factory;3370.00;13.68;1936.00;1.29;0
1;arms_factory;3310.00;14.28;1916.00;5.41;0
1;arms_factory;3337.00;12.50;1934.00;5.51;0
1;industrial_complex;3366.00;18.30;1911.00;3.35;0
1;industrial_complex;3346.00;16.93;1892.00;6.01;0
1;industrial_complex;3392.00;10.85;1950.00;2.40;0
1;industrial_complex;3312.00;12.32;1929.00;3.96;0
1;industrial_complex;3351.00;11.32;1944.00;1.80;0
1;industrial_complex;3358.00;16.77;1919.00;3.00;0
1;air_base;3351.00;18.75;1904.00;0.84;0
1;supply_node;3352.00;17.83;1914.00;4.83;0
1;supply_node;3345.00;11.70;1940.00;0.03;0
1;supply_node;3315.00;12.30;1930.00;4.07;0
1;supply_node;3376.00;12.48;1942.00;5.55;0
1;supply_node;3359.00;18.55;1886.00;2.20;0
1;naval_base;3338.00;9.95;1951.00;-2.19;18693
1;naval_base;3319.00;10.00;1946.00;-3.37;18693
1;naval_base;3387.00;10.20;1953.00;-3.73;18690
1;bunker;3337.00;11.68;1938.00;5.58;0
1;bunker;3349.00;18.02;1909.00;1.96;0
1;bunker;3369.00;11.00;1950.00;6.08;0
1;bunker;3366.00;19.52;1886.00;6.18;0
1;bunker;3300.00;11.48;1931.00;4.02;0
1;coastal_bunker;3362.00;10.00;1954.00;-2.50;0
1;coastal_bunker;3344.00;10.00;1952.00;-3.46;0
1;coastal_bunker;3313.00;10.00;1945.00;-2.54;0
1;dockyard;3336.00;10.03;1950.00;-2.19;0
1;anti_air_building;3371.00;11.60;1946.00;5.13;0
1;anti_air_building;3315.00;12.88;1925.00;1.52;0
1;anti_air_building;3339.00;11.32;1941.00;4.54;0
1;synthetic_refinery;3359.00;17.43;1916.00;5.74;0
1;fuel_silo;3353.00;18.45;1897.00;3.58;0
1;radar_station;3348.00;17.50;1914.00;1.21;0
1;rocket_site;3304.00;10.93;1936.00;1.52;0
1;nuclear_reactor;3360.00;10.40;1950.00;4.19;0
1;floating_harbor;3351.21;9.50;1958.64;-0.32;270
1;floating_harbor;3302.02;9.50;1948.76;0.61;390
1;floating_harbor;3387.88;9.50;1959.82;-0.59;4310
2;arms_factory;1778.00;10.60;1482.00;3.45;0
2;arms_factory;1746.00;10.05;1490.00;1.29;0
2;arms_factory;1737.00;10.10;1487.00;5.41;0
2;arms_factory;1777.00;11.10;1475.00;5.51;0
2;arms_factory;1774.00;11.30;1471.00;3.35;0
2;arms_factory;1768.00;10.35;1486.00;6.01;0
2;industrial_complex;1760.00;10.40;1483.00;2.40;0
2;industrial_complex;1745.00;10.75;1476.00;3.96;0
2;industrial_complex;1778.00;10.88;1478.00;1.80;0
2;industrial_complex;1763.00;10.95;1476.00;3.00;0
2;industrial_complex;1762.00;10.05;1491.00;0.84;0
2;industrial_complex;1747.00;10.30;1485.00;2.40;0
2;air_base;1746.00;10.43;1480.00;5.07;0
2;supply_node;1741.00;10.03;1489.00;4.07;0
2;supply_node;1758.00;10.25;1488.00;5.55;0
2;supply_node;1747.00;10.80;1475.00;2.20;0
2;supply_node;1772.00;11.05;1475.00;6.25;0
2;supply_node;1774.00;10.30;1487.00;1.44;0
2;naval_base;1774.00;9.80;1495.00;-3.02;18914
2;naval_base;1748.00;9.85;1493.00;-4.15;16848
2;naval_base;1768.00;9.85;1495.00;-3.46;16848
2;bunker;1746.00;10.25;1487.00;6.08;0
2;bunker;1751.00;10.35;1483.00;6.18;0
2;bunker;1778.00;10.40;1484.00;4.02;0
2;bunker;1771.00;11.25;1473.00;0.41;0
2;bunker;1755.00;10.20;1487.00;3.07;0
2;coastal_bunker;1738.00;9.80;1493.00;-2.50;0
2;coastal_bunker;1771.00;9.82;1495.00;-3.02;0
2;coastal_bunker;1769.00;9.85;1495.00;-3.46;0
2;dockyard;1742.00;9.80;1493.00;-2.50;0
2;anti_air_building;1760.00;10.23;1488.00;4.54;0
2;anti_air_building;1754.00;10.45;1480.00;5.74;0
2;anti_air_building;1778.00;10.73;1481.00;3.58;0
2;synthetic_refinery;1749.00;10.15;1489.00;5.14;0
2;fuel_silo;1743.00;10.82;1471.00;1.52;0
2;radar_station;1758.00;10.45;1481.00;0.45;0
2;rocket_site;1774.00;11.30;1469.00;2.03;0
2;nuclear_reactor;1765.00;10.38;1486.00;5.05;0
2;floating_harbor;1733.80;9.50;1498.60;0.64;337
2;floating_harbor;1762.21;9.50;1500.64;-0.32;1337
2;floating_harbor;1784.00;9.50;1500.00;-1.14;6490
3;arms_factory;4959.00;10.80;1403.00;5.41;0
3;arms_factory;4952.00;10.40;1430.00;5.51;0
3;arms_factory;4950.00;10.90;1415.00;3.35;0
3;arms_factory;4959.00;10.40;1430.00;6.01;0
3;arms_factory;4934.00;10.60;1429.00;2.40;0
3;arms_factory;4896.00;10.40;1423.00;3.96;0
3;industrial_complex;4913.00;10.75;1423.00;1.80;0
3;industrial_complex;4897.00;10.35;1425.00;3.00;0
3;industrial_complex;4949.00;11.00;1411.00;0.84;0
3;industrial_complex;4948.00;10.93;1417.00;2.40;0
3;industrial_complex;4926.00;10.65;1429.00;5.07;0
3;industrial_complex;4940.00;10.40;1430.00;1.45;0
3;air_base;4952.00;10.35;1432.00;4.47;0
3;supply_node;4969.00;10.70;1419.00;2.20;0
3;supply_node;4896.00;10.18;1432.00;6.25;0
3;supply_node;4936.00;10.90;1416.00;1.44;0
3;supply_node;4957.00;10.45;1429.00;4.37;0
3;supply_node;4911.00;10.28;1433.00;0.68;0
3;supply_node;4946.00;10.90;1403.00;3.61;0
3;supply_node;4926.00;10.15;1438.00;0.26;0
3;supply_node;4970.00;10.15;1436.00;2.85;0
3;supply_node;4921.00;10.78;1422.00;5.79;0
3;supply_node;4943.00;9.98;1441.00;0.98;0
3;supply_node;4957.00;10.00;1441.00;5.02;0
3;supply_node;4982.00;9.88;1440.00;1.67;0
3;supply_node;4938.00;10.43;1430.00;3.15;0
3;supply_node;4982.00;9.90;1428.00;0.91;0
3;supply_node;4903.00;10.43;1418.00;2.39;0
3;supply_node;4950.00;10.85;1419.00;5.32;0
3;supply_node;4912.00;10.75;1410.00;1.63;0
3;supply_node;4925.00;10.90;1407.00;4.56;0
3;supply_node;4959.00;10.80;1408.00;1.21;0
3;supply_node;4935.00;11.00;1397.00;3.80;0
3;naval_base;4941.00;9.80;1445.00;-2.21;18953
3;naval_base;4923.00;9.80;1443.00;-2.76;18953
3;naval_base;4954.00;9.80;1445.00;-3.61;13550
3;naval_base;4969.00;9.75;1445.00;-3.14;13550
3;naval_base;4893.00;9.80;1439.00;-3.02;16234
3;naval_base;4976.00;9.80;1445.00;-2.76;18165
3;naval_base;4913.00;9.85;1442.00;-3.36;18953
3;bunker;4925.00;10.60;1429.00;4.70;0
3;bunker;4902.00;10.28;1433.00;2.54;0
3;bunker;4965.00;10.80;1417.00;3.74;0
3;bunker;4908.00;10.70;1416.00;0.48;0
3;bunker;4906.00;10.48;1428.00;3.14;0
3;bunker;4932.00;10.60;1429.00;5.81;0
3;bunker;4927.00;10.45;1431.00;2.54;0
3;bunker;4987.00;9.80;1438.00;5.21;0
3;bunker;4943.00;10.90;1418.00;1.59;0
3;bunker;4953.00;10.70;1422.00;4.25;0
3;bunker;4940.00;10.90;1409.00;0.99;0
3;bunker;4938.00;10.07;1440.00;3.66;0
3;bunker;4956.00;10.00;1441.00;0.04;0
3;bunker;4927.00;10.90;1408.00;2.70;0
3;bunker;4962.00;10.15;1437.00;5.72;0
3;bunker;4955.00;10.35;1432.00;0.64;0
3;bunker;4981.00;9.95;1426.00;4.76;0
3;bunker;4909.00;10.70;1410.00;2.61;0
3;bunker;4935.00;11.00;1396.00;2.71;0
3;bunker;4955.00;10.88;1403.00;0.55;0
3;coastal_bunker;4903.00;9.85;1441.00;-2.78;0
3;coastal_bunker;4892.00;9.80;1439.00;-3.02;0
3;coastal_bunker;4945.00;9.80;1445.00;-3.93;0
3;coastal_bunker;4989.00;9.75;1444.00;-4.19;0
3;coastal_bunker;4961.00;9.80;1445.00;-3.61;0
3;coastal_bunker;4920.00;9.80;1443.00;-2.76;0
3;coastal_bunker;4968.00;9.75;1445.00;-3.14;0
3;dockyard;4945.00;9.80;1445.00;-3.93;0
3;anti_air_building;4917.00;10.85;1409.00;0.11;0
3;anti_air_building;4919.00;10.30;1433.00;1.67;0
3;anti_air_building;4981.00;9.95;1428.00;5.79;0
3;synthetic_refinery;4908.00;10.30;1434.00;0.71;0
3;fuel_silo;4949.00;9.95;1443.00;4.83;0
3;radar_station;4940.00;10.90;1417.00;2.12;0
3;rocket_site;4946.00;9.85;1444.00;2.78;0
3;nuclear_reactor;4911.00;10.70;1411.00;5.44;0
3;floating_harbor;4894.13;9.50;1446.95;0.12;2250
3;floating_harbor;4905.54;9.50;1447.55;0.36;4705
